federal_account_symbol,federal_account_name,agency_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total
015-4500,"Prison Industries Fund, Justice",Department of Justice,Administration of Justice,Federal correctional activities,175866304.53,0.00,0.00,0.00,0.00,655075399.97,655075399.97,830941704.50,653815529.79,0.00,177126174.71,692625336.46,830941704.50
020-5510,"Private Collection Agent Program, Internal Revenue Service, Treasury",Department of the Treasury,General Government,Central fiscal operations,208385.23,23916.90,17692071.16,0.00,0.00,0.00,0.00,17924373.29,14921709.71,23916.90,3002663.58,14185085.07,17924373.29
072-4341,"Private Sector Revolving Fund, Liquidating Account, Agency for  International Development",Agency for International Development,International Affairs,International development and humanitarian assistance,37575.11,0.00,0.00,0.00,0.00,0.00,0.00,37575.11,0.00,0.00,37575.11,0.00,37575.11
014-5495,"Private Stewardship Grants, U.S. Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Conservation and land management,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
047-6887,"Proceeds from Sale of Surplus Property, General Services Administration",General Services Administration,Governmental Receipts,Governmental Receipts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
014-5092,"Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Conservation and land management,852621.76,1165.21,168491.30,0.00,0.00,0.00,0.00,1022278.27,289307.14,1165.21,732971.13,216976.48,1022278.27
013-1460,"Procurement, Acquisition and Construction, National Oceanic and Atmospheric Administration, Commerce",Department of Commerce,Natural Resources and Environment,Other natural resources,398645290.23,34138485.95,2366244084.00,0.00,0.00,0.00,0.00,2799027860.18,2296826816.60,42249298.87,502201043.58,1739264903.14,2799027860.18
070-0406,"Procurement, Construction, and Improvements, Departmental Management and Operations, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,37982980.91,3262868.76,71369000.00,0.00,0.00,0.00,0.00,112614849.67,89116350.61,627868.76,23498499.06,59307615.18,112614849.67
070-0414,"Procurement, Construction, and Improvements, Federal Emergency Management Agency, Homeland Security",Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,8160709.60,54962.35,86476000.00,0.00,0.00,0.00,0.00,94691671.95,82492925.36,54962.35,12198746.59,19430201.45,94691671.95
070-0412,"Procurement, Construction, and Improvements, National Protection and Programs Directorate, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,218240664.43,36096944.92,414111000.00,0.00,0.00,0.00,0.00,668448609.35,402287503.88,39396944.92,266161105.47,170414809.00,668448609.35
070-0410,"Procurement, Construction, and Improvements, Transportation Security Administration, Homeland Security",Department of Homeland Security,Transportation,Ground transportation,19822159.67,873687.28,158948300.00,0.00,0.00,0.00,0.00,179644146.95,172788816.39,1295264.28,6855330.56,130646568.86,179644146.95
070-0407,"Procurement, Construction, and Improvements, United States Citizenship and Immigration Services, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,0.18,0.00,29866417.00,0.00,0.00,0.00,0.00,29866417.18,4072209.10,0.00,25794208.08,16125072.44,29866417.18
070-0545,"Procurement, Construction, and Improvements, U.S. Immigration and Customs Enforcement, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,12016899.87,1236236.74,119851000.00,0.00,0.00,0.00,0.00,133104136.61,78651737.96,1236236.74,54452398.65,27713265.96,133104136.61
097-0300,"Procurement, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,2574382816.00,234627346.56,7339373000.00,0.00,0.00,234243638.96,234243638.96,10382626801.52,7862815680.26,304551084.77,2519811121.26,5151473072.40,10382626801.52
017-1109,"Procurement, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,633172838.93,157928310.69,2019194000.00,0.00,0.00,18702.00,18702.00,2810313851.62,2264241863.54,215531647.76,546071988.08,1717423785.56,2810313851.62
057-3011,"Procurement of Ammunition, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1038719273.70,145771600.28,2230486000.00,0.00,0.00,62459831.84,62459831.84,3477436705.82,2519325608.21,115920812.33,958111097.61,1842697972.44,3477436705.82
021-2034,"Procurement of Ammunition, Army",Department of the Army,National Defense,Department of Defense-Military,1796894759.96,214053860.46,2725069000.00,0.00,0.00,1343965755.59,1343965755.59,6079983376.01,4520675629.30,227467965.89,1559307746.71,3272378564.89,6079983376.01
017-1508,"Procurement of Ammunition, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,264203558.15,24838884.16,1037741000.00,0.00,0.00,31166828.38,31166828.38,1357950270.69,1196313419.57,57608084.97,161636851.12,906318613.66,1357950270.69
021-2033,"Procurement of Weapons and Tracked Combat Vehicles, Army",Department of the Army,National Defense,Department of Defense-Military,1633958935.91,130783816.13,5769416000.00,0.00,0.00,12029364.42,12029364.42,7546188116.46,4496625857.14,207105837.29,3049562259.32,2218940816.53,7546188116.46
012-0115,"Production, Processing and Marketing, Office of the Secretary, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,11525575.07,2153993.02,2417374000.00,0.00,0.00,60253386.70,60253386.70,2491306954.79,486679276.00,2646943.25,2004627678.79,459324937.78,2491306954.79
091-0800,"Program Administration, Departmental Management, Education",Department of Education,"Education, Training, Employment, and Social Services",Research and general education aids,4058584.17,1843408.20,433000000.00,0.00,0.00,3530021.51,3530021.51,442432013.88,439152774.77,7524312.25,3279239.11,421669665.78,442432013.88
016-0172,"Program Administration, Employment and Training Administration",,"Education, Training, Employment, and Social Services",Training and employment,3773508.51,993032.05,108674000.00,0.00,0.00,53570925.39,53570925.39,167011465.95,162793925.90,1547223.08,4217540.05,164532512.11,167011465.95
075-0511,"Program Management, Centers for Medicare and Medicaid Services",Department of Health and Human Services,Health,Health care services,-9229931143.54,12385024407.45,2802000.00,0.00,0.00,6057050713.75,6057050713.75,9214945977.66,6006263308.67,12546875126.94,3208682668.99,5471119211.67,9214945977.66
075-0361,"Program Management, Health Resources and Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,8649499.51,-1183816.04,154615347.00,0.00,0.00,2937016.42,2937016.42,165018046.89,158210440.16,2366891.41,6807606.73,149839000.15,165018046.89
075-0510,"Program Management - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,149378842.25,210484.51,0.00,0.00,0.00,0.00,0.00,149589326.76,37375803.74,210484.51,112213523.02,44951295.23,149589326.76
086-0303,"Project-Based Rental Assistance - Recovery Act, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,269143829.41,61758414.09,11588788776.00,0.00,0.00,0.00,0.00,11919691019.50,11622973435.34,62544901.46,296717584.16,11768014047.39,11919691019.50
013-5139,"Promote and Develop Fishery Products and Research Pertaining to American Fisheries, National Oceanic and Atmospheric Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,3705537.82,461828.75,10663408.00,0.00,0.00,0.00,0.00,14830774.57,12741966.59,461828.75,2088807.98,15589848.49,14830774.57
075-1512,"Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,"Education, Training, Employment, and Social Services",Social services,67900692.92,-5429902.29,579995000.00,0.00,0.00,0.00,0.00,642465790.63,559625654.72,13582910.14,82840135.91,481317113.27,642465790.63
072-4175,"Property Management Fund, Agency for International Development",Agency for International Development,International Affairs,International development and humanitarian assistance,26941433.42,0.00,0.00,0.00,0.00,1206959.40,1206959.40,28148392.82,679484.29,0.00,27468908.53,635754.67,28148392.82
019-0520,"Protection of Foreign Missions and Officials, State",Department of State,International Affairs,Conduct of foreign affairs,2540821.30,64905308.06,30890000.00,0.00,0.00,0.00,0.00,98336129.36,95460093.43,81664.36,2876035.93,66908564.80,98336129.36
086-0337,"Public and Indian Housing, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,10736331.57,6989625.61,214238000.00,0.00,0.00,46143.41,46143.41,232010100.59,220043418.73,7988914.78,11966681.86,209160367.97,232010100.59
020-0151,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",Department of the Treasury,"Education, Training, Employment, and Social Services",Research and general education aids,0.00,0.00,465000000.00,0.00,0.00,0.00,0.00,465000000.00,465000000.00,0.00,0.00,465000000.00,465000000.00
020-0500,"Public Debt Principal (Indefinite), Treasury",Department of the Treasury,General Government,Central fiscal operations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
075-0140,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",Department of Health and Human Services,Health,Health care services,158867216.19,333512865.82,2033458000.00,0.00,0.00,174932291.72,174932291.72,2700770373.73,2239733772.55,452037873.53,461036601.18,2053538824.63,2700770373.73
075-1104,"Public Health Emergency Fund, Public Health Services, Office of Assistant Secretary for Health, Health and Human Services",Department of Health and Human Services,Health,Health care services,56507.52,0.00,0.00,0.00,0.00,0.00,0.00,56507.52,0.00,0.00,56507.52,0.00,56507.52
075-0956,"Public Health Preparedness and Response, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,86284341.28,74660256.48,1449425000.00,0.00,0.00,0.00,0.00,1610369597.76,1171694362.41,85716717.73,438675235.35,1351338172.92,1610369597.76
075-0959,"Public Health Scientific Services, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,7804832.54,7046935.36,488740000.00,0.00,0.00,-2151457.20,-2151457.20,501440310.70,491691045.84,10852947.55,9749264.86,506608738.03,501440310.70
086-0304,"Public Housing Capital Fund, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,148281187.94,2213679.64,2707436699.00,0.00,0.00,0.00,0.00,2857931566.58,2759614196.12,14957301.48,98317370.46,1898439556.74,2857931566.58
086-0163,"Public Housing Operating Fund, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,765592581.51,3439518.57,4412754997.00,0.00,0.00,0.00,0.00,5181787097.08,4766669758.39,7155015.88,415117338.69,4385259923.88,5181787097.08
069-0526,"Public Lands Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
012-2274,"Public Law 480, Liquidating Account, Foreign Agriculture Service, Agriculture",Department of Agriculture,International Affairs,International development and humanitarian assistance,22105443.76,-22105443.76,0.00,0.00,0.00,30520719.08,30520719.08,30520719.08,1235471.90,0.00,29285247.18,1235471.90,30520719.08
012-2277,"Public Law 480 Title I Direct Credit and Food for Progress Program Account, Foreign Agricultural Service, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,1731328.02,17675.00,40847650.00,0.00,0.00,0.00,0.00,42596653.02,40847650.00,17675.00,1749003.02,40847650.00,42596653.02
015-0403,"Public Safety Officers Benefits, Office of Justice Programs, Justice",Department of Justice,Administration of Justice,Criminal justice assistance,37984.34,1755167.51,135125835.91,0.00,0.00,0.00,0.00,136918987.76,136606332.91,1755167.51,312654.85,137677289.15,136918987.76
013-8233,"Public Safety Trust Fund, National Telecommunications and Information Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,472462454.24,2554708.07,5906353409.99,0.00,0.00,175335.00,175335.00,6381545907.30,65040543.83,2554708.07,6316505363.47,65907127.28,6381545907.30
013-0551,"Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce",Department of Commerce,"Education, Training, Employment, and Social Services",Research and general education aids,852017.73,152108.00,0.00,0.00,0.00,0.00,0.00,1004125.73,149047.56,152108.00,855078.17,101998.58,1004125.73
069-1140,"Public Transportation Emergency Relief Program, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3006208821.52,10250876.00,330000000.00,0.00,0.00,3335233.80,3335233.80,3349794931.32,1262239351.41,10250876.00,2087555579.91,459843652.58,3349794931.32
075-0519,"Quality Improvements Organizations, Centers for Medicare and Medicaid, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,675731275.29,21847807.77,0.00,0.00,0.00,673999757.91,673999757.91,1371578840.97,635520432.64,21847807.77,736058408.33,934049653.68,1371578840.97
012-5223,"Quinault Special Management Area, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,17468.32,0.00,30.57,0.00,0.00,0.00,0.00,17498.89,0.00,0.00,17498.89,0.00,17498.89
015-8116,"Radiation Exposure Compensation Trust Fund, Justice",Department of Justice,National Defense,Defense-related activities,30637409.79,0.00,50000000.00,0.00,0.00,0.00,0.00,80637409.79,60199924.57,0.00,20437485.22,60191591.23,80637409.79
070-0715,"Radiological Emergency Preparedness Program, Federal Emergency Management Agency, Homeland Security",Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,10947689.74,737520.70,0.00,0.00,0.00,33394383.11,33394383.11,45079593.55,38748865.54,737520.70,6330728.01,38714335.91,45079593.55
069-0555,"Rail Crossings Demonstration Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,517220.20,0.00,0.00,0.00,0.00,0.00,0.00,517220.20,0.00,0.00,517220.20,0.00,517220.20
069-0707,"Rail Labor Assistance, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
069-0716,"Rail Line Relocation and Improvement Program, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,12812419.06,737946.08,0.00,0.00,0.00,0.00,0.00,13550365.14,0.00,737946.08,13550365.14,737080.11,13550365.14
069-0557,"Railroad-Highway Crossings Demonstration Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2265825.96,0.00,0.00,0.00,0.00,0.00,0.00,2265825.96,85105.84,0.00,2180720.12,346370.18,2265825.96
069-0750,"Railroad Rehabilitation and Improvement Program Account, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1163243.79,0.00,125370565.00,0.00,0.00,0.00,0.00,126533808.79,100676564.50,0.00,25857244.29,100844903.29,126533808.79
069-0124,"Railroad Rehabilitation and Repair, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.64,0.00,0.64
069-0745,"Railroad Research and Development, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,9689876.82,161356.19,40600000.00,0.00,0.00,150000.00,150000.00,50601233.01,43326496.58,161356.19,7274736.43,31162994.18,50601233.01
069-0703,"Railroad Research, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
060-8011,"Railroad Retirement Account, Railroad Retirement Board",Railroad Retirement Board,Income Security,General retirement and disability insurance (excluding social se,0.00,7860401.68,5554897309.55,0.00,0.00,36620.09,36620.09,5562794331.32,5562794331.32,7860401.68,0.00,5537066955.32,5562794331.32
069-0702,"Railroad Safety, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,34535330.19,0.00,0.00,0.00,0.00,0.00,0.00,34535330.19,24029485.00,0.00,10505845.19,6007479.36,34535330.19
069-0701,"Railroad Safety Technology Program, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,112244.91,0.00,0.00,0.00,0.00,0.00,0.00,112244.91,0.00,0.00,112244.91,3187049.73,112244.91
060-0114,"Railroad Unemployment Insurance Extended Benefit Payments - Recovery Act, Railroad Retirement Board",Railroad Retirement Board,Income Security,Unemployment compensation,9171736.86,29208.68,0.00,0.00,0.00,6104.93,6104.93,9207050.47,13159.98,29208.68,9193890.49,13779.76,9207050.47
060-0117,"Railroad Unemployment Insurance Extended Benefits Payments, Railroad Retirement Board",Railroad Retirement Board,Income Security,Unemployment compensation,132612397.68,162824.90,0.00,0.00,0.00,26991.21,26991.21,132802213.79,48149.44,162824.90,132754064.35,77682.11,132802213.79
060-8051,"Railroad Unemployment Insurance Trust Fund, Administrative Expenses, Railroad Retirement Board",Railroad Retirement Board,Income Security,Unemployment compensation,0.00,0.00,112348271.18,0.00,0.00,11460749.81,11460749.81,123809020.99,123809020.99,0.00,0.00,123244430.08,123809020.99
069-0122,"Rail Service Assistance, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,154041.33,0.00,0.00,0.00,0.00,0.00,0.00,154041.33,0.00,0.00,154041.33,0.00,154041.33
069-0594,"Ramp Relocation and Reconstruction Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
012-5207,"Range Betterment Fund, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,2002231.07,50168.63,3803930.00,0.00,0.00,0.00,0.00,5856329.70,3517403.44,50168.63,2338926.26,3589777.76,5856329.70
014-5132,"Range Improvements, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,7039042.12,139665.27,9340000.00,0.00,0.00,0.00,0.00,16518707.39,9506995.15,139665.27,7011712.24,7964726.13,16518707.39
075-0112,"Rate Review Grants, Office of the Secretary, Health and Human Services",Department of Health and Human Services,Health,Health care services,8147309.75,5577485.28,0.00,0.00,0.00,0.00,0.00,13724795.03,8616955.14,5577485.28,5107839.89,19182683.61,13724795.03
011-6016,"Readjustment Allowances, Peace Corps",,Governmental Receipts,Governmental Receipts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
036-0137,"Readjustment Benefits, Veterans Benefits Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",6080921869.79,244009104.78,13708648000.00,0.00,0.00,220927498.33,220927498.33,20254506472.90,13430218333.34,244009104.78,6824288139.56,12916933160.56,20254506472.90
069-1710,"Ready Reserve Force, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,38945345.25,27113767.50,0.00,0.00,0.00,350658782.27,350658782.27,416717895.02,382596166.06,27113767.50,34121728.96,366883679.11,416717895.02
047-0535,"Real Property Relocation, General Services Administration",General Services Administration,General Government,General property and records management,11380887.14,0.00,0.00,0.00,0.00,0.00,0.00,11380887.14,0.00,0.00,11380887.14,0.00,11380887.14
014-8070,"Reclamation Trust Funds, Bureau of Reclamation",Department of the Interior,Natural Resources and Environment,Water resources,28042158.33,822.70,621967.96,0.00,0.00,0.00,0.00,28664948.99,781681.31,822.70,27883267.68,806979.15,28664948.99
014-5593,"Reclamation Water Settlements Fund, Bureau of Reclamation, Interior",Department of the Interior,Natural Resources and Environment,Water resources,139018551.43,83428.43,-403088.84,0.00,0.00,0.00,0.00,138698891.02,0.00,83428.43,138698891.02,1736642.47,138698891.02
088-4578,"Records Center Revolving Fund, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,64125956.24,3690189.31,0.00,0.00,0.00,201360651.75,201360651.75,269176797.30,196498893.13,3690189.31,72677904.17,190431390.51,269176797.30
014-5413,"Recreation Enhancement Fee Program, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,26788767.35,1156623.52,26754088.89,0.00,0.00,0.00,0.00,54699479.76,24592667.29,430623.52,30106812.47,23107775.58,54699479.76
014-5109,"Recreation Enhancement Fee Program, Bureau of Reclamation",Department of the Interior,Natural Resources and Environment,Water resources,1083104.05,276672.45,560626.45,0.00,0.00,0.00,0.00,1920402.95,906398.82,113022.45,1014004.13,523537.26,1920402.95
014-5110,"Recreation Enhancement Fee Program, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,272337587.66,1706124.04,303774060.92,0.00,0.00,10000000.00,10000000.00,587817772.62,307917952.95,5794374.04,279899819.67,260389264.07,587817772.62
012-5268,"Recreation Fee Demonstration Program, Forest Service,  Agriculture",Department of Agriculture,Natural Resources and Environment,Recreational resources,63031298.74,3815010.49,108675314.74,0.00,0.00,0.00,0.00,175521623.97,94174748.64,1196910.49,81346875.33,91006450.84,175521623.97
014-5252,"Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Recreational resources,9238356.40,673254.41,7504717.71,0.00,0.00,0.00,0.00,17416328.52,5557091.37,92754.41,11859237.15,5782933.97,17416328.52
012-3305,"Reforestation Pilot Program, Farm Service Agency, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,0.00,0.00,600000.00,0.00,0.00,0.00,0.00,600000.00,600000.00,0.00,0.00,600000.00,600000.00
012-8046,"Reforestation Trust Fund, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,6874472.34,435960.19,30000000.00,0.00,0.00,0.00,0.00,37310432.53,29581244.68,435960.19,7729187.85,28537101.03,37310432.53
075-1503,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,225268885.42,76459737.50,2041565600.00,0.00,0.00,189863779.77,189863779.77,2533158002.69,2451075841.27,73024290.86,82082161.42,1659973100.59,2533158002.69
020-0949,"Refundable Premium Assistance Tax Credit, Internal Revenue Service, Treasury",Department of the Treasury,Health,Health care services,0.00,0.00,54351325819.24,0.00,0.00,0.00,0.00,54351325819.24,54351325819.24,8170250475.27,0.00,54133775493.24,54351325819.24
020-0903,"Refunding Internal Revenue Collections (Indefinite), Treasury",Department of the Treasury,General Government,Central fiscal operations,0.00,0.00,330856760441.25,0.00,0.00,0.00,0.00,330856760441.25,330856760441.25,0.00,0.00,330856760441.25,330856760441.25
020-0904,"Refunding Internal Revenue Collections, Interest (Indefinite), Treasury",Department of the Treasury,Net Interest,Other interest,0.00,0.00,1550890776.43,0.00,0.00,0.00,0.00,1550890776.43,1550890776.43,0.00,0.00,1550890776.43,1550890776.43
020-1807,"Refund of Moneys Erroneously Received and Covered (Indefinite), Treasury",Department of the Treasury,General Government,Central fiscal operations,0.00,0.00,25693572.06,0.00,0.00,0.00,0.00,25693572.06,25693572.06,0.00,0.00,25693572.06,25693572.06
070-0505,"Refunds and Drawbacks, United States Customs Service (Indefinite), Treasury",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,0.00,44284593.08,1909812722.66,0.00,0.00,0.00,0.00,1954097315.74,1954097315.74,44284593.08,0.00,1797302386.95,1954097315.74
070-8789,"Refunds, Transfers and Expenses, Abandoned and Seized Goods, USCS, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,1723535.01,685000.00,1610970.68,0.00,0.00,0.00,0.00,4019505.69,2335199.40,685000.00,1684306.29,1877403.88,4019505.69
014-5063,"Regulation and Technology, Civil Penalties, Office of Surface Mining Reclamation and Enforcement",Department of the Interior,Natural Resources and Environment,Conservation and land management,1518663.21,6088.60,3857.00,0.00,0.00,0.00,0.00,1528608.81,1320997.21,6088.60,207611.60,753673.40,1528608.81
014-1801,"Regulation and Technology, Office of Surface Mining Reclamation and Enforcement",Department of the Interior,Natural Resources and Environment,Conservation and land management,48711881.15,3840401.31,115844000.00,0.00,0.00,12622.64,12622.64,168408905.10,131475623.51,5898682.44,36933281.59,111999442.87,168408905.10
096-3126,"Regulatory Program, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,20108285.30,800529.22,200000000.00,0.00,0.00,15393344.37,15393344.37,236302158.89,214379101.04,800529.22,21923057.85,214393104.00,236302158.89
091-0301,"Rehabilitation Services and Disability Research, Education",Department of Education,"Education, Training, Employment, and Social Services",Social services,296488476.04,-2841568.74,3359236554.00,0.00,0.00,0.00,0.00,3652883461.30,3378774809.00,119037806.11,274108652.30,3145389182.32,3652883461.30
012-3674,"Reimbursement for Net Realized Losses, Commodity Credit Corporation",Department of Agriculture,Agriculture,Farm income stabilization,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
020-0562,"Reimbursements to Federal Reserve Banks, Bureau of the Fiscal Service, Treasury",Department of the Treasury,General Government,Central fiscal operations,0.00,8573773.29,128233062.31,0.00,0.00,0.00,0.00,136806835.60,136806835.60,8573773.29,0.00,129963551.00,136806835.60
016-8130,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",,Income Security,General retirement and disability insurance (excluding social se,57161075.56,0.00,107889606.54,0.00,0.00,0.00,0.00,165050682.10,103660445.03,0.00,61390237.07,103783322.02,165050682.10
016-8134,"Relief and Rehabilitation, Workmen's Compensation Act, within the District of Columbia, Labor",,Income Security,General retirement and disability insurance (excluding social se,4977761.82,0.00,7449167.18,0.00,0.00,0.00,0.00,12426929.00,6980021.73,0.00,5446907.27,6990542.02,12426929.00
020-1706,"Relief of Individuals and Others by Private and Public Laws, Bureau of the Fiscal Service, Treasury",Department of the Treasury,General Government,Other general government,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
012-1908,"Renewable Energy Program, Rural Business-Cooperative Service",Department of Agriculture,Community and Regional Development,Community development,12803445.44,8620333.76,48051305.00,0.00,0.00,0.00,0.00,69475084.20,53609567.97,8620333.76,15865516.23,54459759.32,69475084.20
013-0123,"Renovation and Modernization, Departmental Management, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,1003726.43,167302.19,43130000.00,0.00,0.00,0.00,0.00,44301028.62,2176677.45,167302.19,42124351.17,13028714.55,44301028.62
012-0137,"Rental Assistance Program, Rural Housing Service, Agriculture",Department of Agriculture,Income Security,Housing assistance,49370104.69,1265613.73,1345293000.00,0.00,0.00,0.00,0.00,1395928718.42,1345297617.62,1265613.73,50631100.80,1183729656.38,1395928718.42
086-4041,"Rental Housing Assistance Fund, Federal Housing Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,9913004.85,0.00,0.00,0.00,0.00,1629886.41,1629886.41,11542891.26,0.00,0.00,11542891.26,0.00,11542891.26
086-0148,"Rental Housing Assistance, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,14748518.38,42719662.06,2919916.00,0.00,0.00,0.00,0.00,60388096.44,5116347.24,43625726.13,55271749.20,111389199.26,60388096.44
012-2002,"Rental Housing Voucher Program, Rural Housing and Community Development Service",Department of Agriculture,Income Security,Housing assistance,13010081.76,3804053.27,50008733.00,0.00,0.00,0.00,0.00,66822868.03,52732442.79,2804053.27,14090425.24,42508382.56,66822868.03
069-0117,"Rental Payments, Office of the Secretary",Department of Transportation,Transportation,Other transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
086-0129,"Rent Supplement, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,2754584.10,2664728.40,619347.00,0.00,0.00,0.00,0.00,6038659.50,902476.00,2664728.40,5136183.50,1515694.00,6038659.50
088-0302,"Repairs and Restoration, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,1616687.93,73830.77,7500000.00,0.00,0.00,0.00,0.00,9190518.70,9085549.96,73830.77,104968.74,9586465.33,9190518.70
019-0600,"Repatriation Loans, Liquidating Account, State",Department of State,International Affairs,Conduct of foreign affairs,912587.14,20920.71,0.00,0.00,0.00,29528.00,29528.00,963035.85,0.00,20920.71,963035.85,0.00,963035.85
